銘柄コード,会社名,優先市場,業種
8287,マックスバリュ西日本,東証2,小売業
8289,OlympicG,東証1,小売業
8291,日産東京販売HD,東証1,小売業
8298,ファミリー,ｼﾞｬｽﾀﾞｯｸ,小売業
8303,新生銀行,東証1,銀行業
8304,あおぞら銀行,東証1,銀行業
8306,三菱UFJフィナンシャル･G,東証1,銀行業
8308,りそなHD,東証1,銀行業
8309,三井住友トラスト･HD,東証1,銀行業
8316,三井住友フィナンシャルG,東証1,銀行業
8331,千葉銀行,東証1,銀行業
8334,群馬銀行,東証1,銀行業
8336,武蔵野銀行,東証1,銀行業
8337,千葉興業銀行,東証1,銀行業
8338,筑波銀行,東証1,銀行業
8341,七十七銀行,東証1,銀行業
8342,青森銀行,東証1,銀行業
8343,秋田銀行,東証1,銀行業
8344,山形銀行,東証1,銀行業
8345,岩手銀行,東証1,銀行業
8346,東邦銀行,東証1,銀行業
8349,東北銀行,東証1,銀行業
8350,みちのく銀行,東証1,銀行業
8354,ふくおかフィナンシャルG,東証1,銀行業
8355,静岡銀行,東証1,銀行業
8356,十六銀行,東証1,銀行業
8358,スルガ銀行,東証1,銀行業
8359,八十二銀行,東証1,銀行業
8360,山梨中央銀行,東証1,銀行業
8361,大垣共立銀行,東証1,銀行業
8362,福井銀行,東証1,銀行業
8363,北國銀行,東証1,銀行業
8364,清水銀行,東証1,銀行業
8365,富山銀行,東証1,銀行業
8366,滋賀銀行,東証1,銀行業
8367,南都銀行,東証1,銀行業
8368,百五銀行,東証1,銀行業
8369,京都銀行,東証1,銀行業
8370,紀陽銀行,東証1,銀行業
8377,ほくほくフィナンシャルG,東証1,銀行業
8379,広島銀行,東証1,銀行業
8381,山陰合同銀行,東証1,銀行業
8382,中国銀行,東証1,銀行業
8383,鳥取銀行,東証1,銀行業
8385,伊予銀行,東証1,銀行業
8386,百十四銀行,東証1,銀行業
8387,四国銀行,東証1,銀行業
8388,阿波銀行,東証1,銀行業
8392,大分銀行,東証1,銀行業
8393,宮崎銀行,東証1,銀行業
8395,佐賀銀行,東証1,銀行業
8397,沖縄銀行,東証1,銀行業
8399,琉球銀行,東証1,銀行業
8410,セブン銀行,東証1,銀行業
8416,高知銀行,東証1,銀行業
8418,山口フィナンシャルG,東証1,銀行業
8424,芙蓉総合リース,東証1,その他金融業
8425,みずほリース,東証1,その他金融業
8439,東京センチュリー,東証1,その他金融業
8462,フューチャーベンチャーキャピタル,ｼﾞｬｽﾀﾞｯｸ,証券、商品先物取引業
8473,SBIHD,東証1,証券、商品先物取引業
8508,Jトラスト,東証2,その他金融業
8511,日本証券金融,東証1,その他金融業
8515,アイフル,東証1,その他金融業
8518,日本アジア投資,東証1,証券、商品先物取引業
8521,長野銀行,東証1,銀行業
8522,名古屋銀行,東証1,銀行業
8524,北洋銀行,東証1,銀行業
8527,愛知銀行,東証1,銀行業
8530,中京銀行,東証1,銀行業
8537,大光銀行,東証1,銀行業
8541,愛媛銀行,東証1,銀行業
8542,トマト銀行,東証1,銀行業
8544,京葉銀行,東証1,銀行業
8550,栃木銀行,東証1,銀行業
8551,北日本銀行,東証1,銀行業
8558,東和銀行,東証1,銀行業
8562,福島銀行,東証1,銀行業
8563,大東銀行,東証1,銀行業
8566,リコーリース,東証1,その他金融業
8570,イオンフィナンシャルサービス,東証1,その他金融業
8572,アコム,東証1,その他金融業
8584,ジャックス,東証1,その他金融業
8585,オリエントコーポレーション,東証1,その他金融業
8586,日立キャピタル,東証1,その他金融業
8589,アプラスフィナンシャル,東証1,その他金融業
8591,オリックス,東証1,その他金融業
8593,三菱UFJリース,東証1,その他金融業
8595,ジャフコ,東証1,証券、商品先物取引業
8596,九州リースサービス,東証1,その他金融業
8600,トモニHD,東証1,銀行業
8601,大和証券G本社,東証1,証券、商品先物取引業
8604,野村HD,東証1,証券、商品先物取引業
8609,岡三証券G,東証1,証券、商品先物取引業
8613,丸三証券,東証1,証券、商品先物取引業
8614,東洋証券,東証1,証券、商品先物取引業
8616,東海東京フィナンシャル･HD,東証1,証券、商品先物取引業
8617,光世証券,東証1,証券、商品先物取引業
8622,水戸証券,東証1,証券、商品先物取引業
8624,いちよし証券,東証1,証券、商品先物取引業
8628,松井証券,東証1,証券、商品先物取引業
8630,SOMPOHD,東証1,保険業
8692,だいこう証券ビジネス,東証1,証券、商品先物取引業
8697,日本取引所G,東証1,その他金融業
8698,マネックスG,東証1,証券、商品先物取引業
8699,澤田HD,ｼﾞｬｽﾀﾞｯｸ,証券、商品先物取引業
8700,丸八証券,ｼﾞｬｽﾀﾞｯｸ,証券、商品先物取引業
8704,トレイダーズHD,ｼﾞｬｽﾀﾞｯｸ,証券、商品先物取引業
8705,岡藤HD,ｼﾞｬｽﾀﾞｯｸ,証券、商品先物取引業
8706,極東証券,東証1,証券、商品先物取引業
8707,岩井コスモHD,東証1,証券、商品先物取引業
8708,藍澤證券,東証1,証券、商品先物取引業
8709,インヴァスト証券,ｼﾞｬｽﾀﾞｯｸ,証券、商品先物取引業
8713,フィデアHD,東証1,銀行業
8714,池田泉州HD,東証1,銀行業
8715,アニコム HD,東証1,保険業
8725,MS&ADインシュアランスGHD,東証1,保険業
8729,ソニーフィナンシャルHD,東証1,保険業
8732,マネーパートナーズG,東証1,証券、商品先物取引業
8737,あかつき本社,東証2,証券、商品先物取引業
8739,スパークス･G,東証1,証券、商品先物取引業
8740,フジトミ,ｼﾞｬｽﾀﾞｯｸ,証券、商品先物取引業
8742,小林洋行,東証1,証券、商品先物取引業
8746,第一商品,ｼﾞｬｽﾀﾞｯｸ,証券、商品先物取引業
8747,豊商事,ｼﾞｬｽﾀﾞｯｸ,証券、商品先物取引業
8750,第一生命HD,東証1,保険業
8766,東京海上HD,東証1,保険業
8769,アドバンテッジリスクマネジメント,東証1,サービス業
8771,イー･ギャランティ,東証1,その他金融業
8772,アサックス,東証1,その他金融業
8783,GFA,ｼﾞｬｽﾀﾞｯｸ,その他金融業
8789,フィンテック グローバル,マザーズ,その他金融業
8793,NECキャピタルソリューション,東証1,その他金融業
8795,T&DHD,東証1,保険業
8798,アドバンスクリエイト,東証1,保険業
8801,三井不動産,東証1,不動産業
8802,三菱地所,東証1,不動産業
8803,平和不動産,東証1,不動産業
8804,東京建物,東証1,不動産業
8806,ダイビル,東証1,不動産業
8818,京阪神ビルディング,東証1,不動産業
8830,住友不動産,東証1,不動産業
8835,太平洋興発,東証1,卸売業
8836,RISE,ｼﾞｬｽﾀﾞｯｸ,不動産業
8841,テーオーシー,東証1,不動産業
8842,東京楽天地,東証1,不動産業
8844,コスモスイニシア,ｼﾞｬｽﾀﾞｯｸ,不動産業
8848,レオパレス21,東証1,不動産業
8850,スターツコーポレーション,東証1,不動産業
8854,日住サービス,東証2,不動産業
8860,フジ住宅,東証1,不動産業
8864,空港施設,東証1,不動産業
8869,明和地所,東証1,不動産業
8871,ゴールドクレスト,東証1,不動産業
8876,リロG,東証1,サービス業
8877,日本エスリード,東証1,不動産業
8881,日神不動産,東証1,不動産業
8885,ラ･アトレ,東証JQG,不動産業
8886,ウッドフレンズ,ｼﾞｬｽﾀﾞｯｸ,不動産業
8887,リベレステ,ｼﾞｬｽﾀﾞｯｸ,不動産業
8889,APAMAN,ｼﾞｬｽﾀﾞｯｸ,不動産業
8890,レーサム,ｼﾞｬｽﾀﾞｯｸ,不動産業
8891,エムジーホーム,東証2,不動産業
8892,日本エスコン,東証1,不動産業
8893,新日本建物,ｼﾞｬｽﾀﾞｯｸ,不動産業
8894,原弘産,東証2,不動産業
8897,タカラレーベン,東証1,不動産業
8898,センチュリー21･ジャパン,ｼﾞｬｽﾀﾞｯｸ,不動産業
8903,サンウッド,ｼﾞｬｽﾀﾞｯｸ,不動産業
8904,サンヨーハウジング名古屋,東証1,不動産業
8905,イオンモール,東証1,不動産業
8908,毎日コムネット,東証1,不動産業
8909,シノケンG,ｼﾞｬｽﾀﾞｯｸ,不動産業
8912,エリアクエスト,東証2,不動産業
8914,エリアリンク,マザーズ,不動産業
8917,ファースト住建,東証1,不動産業
8918,ランド,東証1,不動産業
8919,カチタス,東証1,不動産業
8920,東祥,東証1,サービス業
8922,日本アセットマーケティング,マザーズ,不動産業
8923,トーセイ,東証1,不動産業
8925,アルデプロ,東証2,不動産業
8927,明豊エンタープライズ,ｼﾞｬｽﾀﾞｯｸ,不動産業
8928,穴吹興産,東証1,不動産業
8929,青山財産ネットワークス,東証2,不動産業
8931,和田興産,東証2,不動産業
8934,サンフロンティア不動産,東証1,不動産業
8935,エフ･ジェー･ネクスト,東証1,不動産業
8938,グローム･HD,東証JQG,不動産業
8940,インテリックス,東証1,不動産業
8944,ランドビジネス,東証1,不動産業
8945,日本社宅サービス,東証1,不動産業
8946,ASIAN STAR,ｼﾞｬｽﾀﾞｯｸ,不動産業
8995,誠建設工業,東証2,不動産業
8999,グランディハウス,東証1,不動産業
9001,東武鉄道,東証1,陸運業
9003,相鉄HD,東証1,陸運業
9005,東急,東証1,陸運業
9006,京浜急行電鉄,東証1,陸運業
9007,小田急電鉄,東証1,陸運業
9008,京王電鉄,東証1,陸運業
9009,京成電鉄,東証1,陸運業
9010,富士急行,東証1,陸運業
9012,秩父鉄道,ｼﾞｬｽﾀﾞｯｸ,陸運業
9014,新京成電鉄,東証1,陸運業
9017,新潟交通,東証2,陸運業
9020,東日本旅客鉄道,東証1,陸運業
9021,西日本旅客鉄道,東証1,陸運業
9022,東海旅客鉄道,東証1,陸運業
9024,西武HD,東証1,陸運業
9025,鴻池運輸,東証1,陸運業
9028,ゼロ,東証2,陸運業
9029,ヒガシトゥエンティワン,東証2,陸運業
9031,西日本鉄道,東証1,陸運業
9033,広島電鉄,東証2,陸運業
9034,南総通運,ｼﾞｬｽﾀﾞｯｸ,陸運業
9036,東部ネットワーク,ｼﾞｬｽﾀﾞｯｸ,陸運業
9037,ハマキョウレックス,東証1,陸運業
9039,サカイ引越センター,東証1,陸運業
9041,近鉄GHD,東証1,陸運業
9042,阪急阪神HD,東証1,陸運業
9044,南海電気鉄道,東証1,陸運業
9045,京阪HD,東証1,陸運業
9046,神戸電鉄,東証1,陸運業
9048,名古屋鉄道,東証1,陸運業
9049,京福電気鉄道,東証2,陸運業
9052,山陽電気鉄道,東証1,陸運業
9055,アルプス物流,東証2,陸運業
9057,遠州トラック,ｼﾞｬｽﾀﾞｯｸ,陸運業
9058,トランコム,東証1,倉庫・運輸関連業
9059,カンダHD,東証2,陸運業
9060,日本ロジテム,ｼﾞｬｽﾀﾞｯｸ,陸運業
9062,日本通運,東証1,陸運業
9063,岡山県貨物運送,東証2,陸運業
9064,ヤマトHD,東証1,陸運業
9065,山九,東証1,陸運業
9066,日新,東証1,倉庫・運輸関連業
9067,丸運,東証1,陸運業
9068,丸全昭和運輸,東証1,陸運業
9069,センコーGHD,東証1,陸運業
9070,トナミHD,東証1,陸運業
9072,ニッコンHD,東証1,陸運業
9073,京極運輸商事,ｼﾞｬｽﾀﾞｯｸ,陸運業
9074,日本石油輸送,東証1,陸運業
9075,福山通運,東証1,陸運業
9076,セイノーHD,東証1,陸運業
9078,エスライン,東証1,陸運業
9081,神奈川中央交通,東証1,陸運業
9082,大和自動車交通,東証2,陸運業
9083,神姫バス,東証2,陸運業
9086,日立物流,東証1,陸運業
9087,タカセ,ｼﾞｬｽﾀﾞｯｸ,陸運業
9090,丸和運輸機関,東証1,陸運業
9099,C&FロジHD,東証1,陸運業
9101,日本郵船,東証1,海運業
9104,商船三井,東証1,海運業
9107,川崎汽船,東証1,海運業
9110,NSユナイテッド海運,東証1,海運業
9115,明治海運,東証1,海運業
9119,飯野海運,東証1,海運業
9127,玉井商船,東証2,海運業
9130,共栄タンカー,東証1,海運業
9142,九州旅客鉄道,東証1,陸運業
9143,SGHD,東証1,陸運業
9171,栗林商船,東証2,海運業
9173,東海汽船,東証2,海運業
9176,佐渡汽船,ｼﾞｬｽﾀﾞｯｸ,海運業
9179,川崎近海汽船,東証2,海運業
9193,東京汽船,東証2,倉庫・運輸関連業
9201,日本航空,東証1,空運業
9202,ANAHD,東証1,空運業
9206,スターフライヤー,東証2,空運業
9232,パスコ,東証1,空運業
9233,アジア航測,東証2,空運業
9260,西本WismettacHD,東証1,卸売業
9262,シルバーライフ,東証1,小売業
9263,ビジョナリーHD,ｼﾞｬｽﾀﾞｯｸ,小売業
9264,ポエック,ｼﾞｬｽﾀﾞｯｸ,卸売業
9265,ヤマシタヘルスケアHD,東証1,卸売業
9266,一家ダイニングプロジェクト,東証1,小売業
9267,Genky DrugStores,東証1,小売業
9268,オプティマスG,東証2,卸売業
9270,SOU,マザーズ,卸売業
9271,和心,マザーズ,小売業
9272,ブティックス,マザーズ,小売業
9273,コーア商事HD,東証2,卸売業
9274,国際紙パルプ商事,東証1,卸売業
9275,ナルミヤ･インターナショナル,東証1,小売業
9278,ブックオフGHD,東証1,小売業
9279,ギフト,マザーズ,小売業
9301,三菱倉庫,東証1,倉庫・運輸関連業
9302,三井倉庫HD,東証1,倉庫・運輸関連業
9303,住友倉庫,東証1,倉庫・運輸関連業
9304,澁澤倉庫,東証1,倉庫・運輸関連業
9305,ヤマタネ,東証1,卸売業
9306,東陽倉庫,東証1,倉庫・運輸関連業
9307,杉村倉庫,東証2,倉庫・運輸関連業
9308,乾汽船,東証1,海運業
9310,日本トランスシティ,東証1,倉庫・運輸関連業
9311,アサガミ,東証2,倉庫・運輸関連業
9312,ケイヒン,東証1,倉庫・運輸関連業
9313,丸八倉庫,東証2,倉庫・運輸関連業
9318,アジア開発キャピタル,東証2,証券、商品先物取引業
9319,中央倉庫,東証1,倉庫・運輸関連業
9322,川西倉庫,東証1,倉庫・運輸関連業
9324,安田倉庫,東証1,倉庫・運輸関連業
9325,ファイズHD,東証1,倉庫・運輸関連業
9326,関通,マザーズ,倉庫・運輸関連業
9351,東洋埠頭,東証1,倉庫・運輸関連業
9353,櫻島埠頭,東証2,倉庫・運輸関連業
9355,リンコーコーポレーション,東証2,倉庫・運輸関連業
9358,宇徳,東証1,倉庫・運輸関連業
9360,鈴与シンワート,東証2,情報・通信業
9361,伏木海陸運送,東証2,倉庫・運輸関連業
9362,兵機海運,東証2,倉庫・運輸関連業
9363,大運,東証2,倉庫・運輸関連業
9364,上組,東証1,倉庫・運輸関連業
9365,トレーディア,東証2,倉庫・運輸関連業
9366,サンリツ,東証1,倉庫・運輸関連業
9367,大東港運,ｼﾞｬｽﾀﾞｯｸ,倉庫・運輸関連業
9368,キムラユニティー,東証1,倉庫・運輸関連業
9369,キユーソー流通システム,東証1,倉庫・運輸関連業
9375,近鉄エクスプレス,東証1,倉庫・運輸関連業
9376,ユーラシア旅行社,ｼﾞｬｽﾀﾞｯｸ,サービス業
9377,エージーピー,ｼﾞｬｽﾀﾞｯｸ,倉庫・運輸関連業
9380,東海運,東証1,倉庫・運輸関連業
9381,エーアイテイー,東証1,倉庫・運輸関連業
9384,内外トランスライン,東証1,倉庫・運輸関連業
9385,ショーエイコーポレーション,東証1,化学
9386,日本コンセプト,東証1,倉庫・運輸関連業
9401,東京放送HD,東証1,情報・通信業
9404,日本テレビHD,東証1,情報・通信業
9405,朝日放送GHD,東証1,情報・通信業
9408,新潟放送,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9409,テレビ朝日HD,東証1,情報・通信業
9412,スカパーJSATHD,東証1,情報・通信業
9413,テレビ東京HD,東証1,情報・通信業
9414,日本BS放送,東証1,情報・通信業
9416,ビジョン,東証1,情報・通信業
9417,スマートバリュー,東証1,情報・通信業
9418,USEN-NEXT HOLDINGS,東証1,情報・通信業
9419,ワイヤレスゲート,東証1,情報・通信業
9421,エヌジェイHD,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9422,コネクシオ,東証1,情報・通信業
9423,フォーバル･リアルストレート,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9424,日本通信,東証1,情報・通信業
9425,日本テレホン,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9428,クロップス,東証1,情報・通信業
9432,日本電信電話,東証1,情報・通信業
9433,KDDI,東証1,情報・通信業
9434,ソフトバンク,東証1,情報・通信業
9435,光通信,東証1,情報・通信業
9436,沖縄セルラー電話,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9437,NTTドコモ,東証1,情報・通信業
9438,エムティーアイ,東証1,情報・通信業
9439,エム･エイチ･G,ｼﾞｬｽﾀﾞｯｸ,サービス業
9441,ベルパーク,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9444,トーシンHD,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9445,フォーバルテレコム,東証2,情報・通信業
9446,サカイHD,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9449,GMOインターネット,東証1,情報・通信業
9450,ファイバーゲート,東証1,情報・通信業
9466,アイドママーケティングコミュニケーション,東証1,情報・通信業
9467,アルファポリス,マザーズ,情報・通信業
9468,KADOKAWA,東証1,情報・通信業
9470,学研HD,東証1,情報・通信業
9474,ゼンリン,東証1,情報・通信業
9475,昭文社,東証1,情報・通信業
9476,中央経済社HD,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9478,SEHD･アンド･インキュベーションズ,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9479,インプレスHD,東証1,情報・通信業
9501,東京電力HD,東証1,電気・ガス業
9502,中部電力,東証1,電気・ガス業
9503,関西電力,東証1,電気・ガス業
9504,中国電力,東証1,電気・ガス業
9505,北陸電力,東証1,電気・ガス業
9506,東北電力,東証1,電気・ガス業
9507,四国電力,東証1,電気・ガス業
9508,九州電力,東証1,電気・ガス業
9509,北海道電力,東証1,電気・ガス業
9511,沖縄電力,東証1,電気・ガス業
9513,電源開発,東証1,電気・ガス業
9514,エフオン,東証1,電気・ガス業
9517,イーレックス,東証1,電気・ガス業
9519,レノバ,東証1,電気・ガス業
9531,東京瓦斯,東証1,電気・ガス業
9532,大阪瓦斯,東証1,電気・ガス業
9533,東邦瓦斯,東証1,電気・ガス業
9534,北海道瓦斯,東証1,電気・ガス業
9535,広島ガス,東証1,電気・ガス業
9536,西部瓦斯,東証1,電気・ガス業
9537,北陸瓦斯,東証2,電気・ガス業
9539,京葉瓦斯,東証2,電気・ガス業
9543,静岡ガス,東証1,電気・ガス業
9551,メタウォーター,東証1,電気・ガス業
9600,アイネット,東証1,情報・通信業
9601,松竹,東証1,情報・通信業
9603,エイチ･アイ･エス,東証1,サービス業
9605,東映,東証1,情報・通信業
9610,ウィルソン･ラーニング ワールドワイド,ｼﾞｬｽﾀﾞｯｸ,サービス業
9612,ラックランド,東証1,サービス業
9613,エヌ･ティ･ティ･データ,東証1,情報・通信業
9616,共立メンテナンス,東証1,サービス業
9619,イチネンHD,東証1,サービス業
9621,建設技術研究所,東証1,サービス業
9622,スペース,東証1,サービス業
9624,長大,東証1,サービス業
9625,セレスポ,ｼﾞｬｽﾀﾞｯｸ,サービス業
9627,アインHD,東証1,小売業
9628,燦HD,東証1,サービス業
9629,ピー･シー･エー,東証1,情報・通信業
9631,東急レクリエーション,東証2,サービス業
9632,スバル興業,東証1,サービス業
9633,東京テアトル,東証1,サービス業
9635,武蔵野興業,東証2,サービス業
9636,きんえい,東証2,サービス業
9637,オーエス,東証2,サービス業
9639,三協フロンテア,ｼﾞｬｽﾀﾞｯｸ,サービス業
9640,セゾン情報システムズ,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9641,サコス,ｼﾞｬｽﾀﾞｯｸ,サービス業
9644,タナベ経営,東証1,サービス業
9647,協和コンサルタンツ,ｼﾞｬｽﾀﾞｯｸ,サービス業
9651,日本プロセス,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9656,グリーンランドリゾート,東証2,サービス業
9658,ビジネスブレイン太田昭和,東証1,情報・通信業
9661,歌舞伎座,東証2,サービス業
9663,ナガワ,東証1,サービス業
9671,よみうりランド,東証1,サービス業
9672,東京都競馬,東証1,サービス業
9675,常磐興産,東証1,サービス業
9678,カナモト,東証1,サービス業
9679,ホウライ,ｼﾞｬｽﾀﾞｯｸ,サービス業
9681,東京ドーム,東証1,サービス業
9682,DTS,東証1,情報・通信業
9684,スクウェア･エニックス･HD,東証1,情報・通信業
9685,KYCOMHD,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9686,東洋テック,東証2,サービス業
9687,KSK,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9691,両毛システムズ,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9692,シーイーシー,東証1,情報・通信業
9695,鴨川グランドホテル,ｼﾞｬｽﾀﾞｯｸ,サービス業
9696,ウィザス,ｼﾞｬｽﾀﾞｯｸ,サービス業
9697,カプコン,東証1,情報・通信業
9698,クレオ,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9699,西尾レントオール,東証1,サービス業
9701,東京會舘,東証2,サービス業
9702,アイ･エス･ビー,東証1,情報・通信業
9704,アゴーラ･ホスピタリティー･G,東証1,サービス業
9706,日本空港ビルデング,東証1,不動産業
9707,ユニマット リタイアメント･コミュニティ,ｼﾞｬｽﾀﾞｯｸ,サービス業
9708,帝国ホテル,東証2,サービス業
9709,NCS&A,東証2,情報・通信業
9713,ロイヤルホテル,東証2,サービス業
9715,トランス･コスモス,東証1,サービス業
9716,乃村工藝社,東証1,サービス業
9717,ジャステック,東証1,情報・通信業
9719,SCSK,東証1,情報・通信業
9720,ホテル、ニューグランド,ｼﾞｬｽﾀﾞｯｸ,サービス業
9722,藤田観光,東証1,サービス業
9723,京都ホテル,東証2,サービス業
9726,KNT-CTHD,東証1,サービス業
9728,日本管財,東証1,サービス業
9729,トーカイ,東証1,サービス業
9731,白洋舎,東証1,サービス業
9733,ナガセ,ｼﾞｬｽﾀﾞｯｸ,サービス業
9734,精養軒,ｼﾞｬｽﾀﾞｯｸ,サービス業
9735,セコム,東証1,サービス業
9739,日本システムウエア,東証1,情報・通信業
9740,セントラル警備保障,東証1,サービス業
9742,アイネス,東証1,情報・通信業
9743,丹青社,東証1,サービス業
9744,メイテック,東証1,サービス業
9746,TKC,東証1,情報・通信業
9749,富士ソフト,東証1,情報・通信業
9753,アイエックス･ナレッジ,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9755,応用地質,東証1,サービス業
9757,船井総研HD,東証1,サービス業
9758,ジャパンシステム,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
9759,NSD,東証1,情報・通信業
9760,進学会HD,東証1,サービス業
9761,東海リース,東証2,サービス業
9763,丸紅建材リース,東証1,卸売業
9765,オオバ,東証1,サービス業
9766,コナミHD,東証1,情報・通信業
9767,日建工学,東証2,サービス業
9768,いであ,東証1,サービス業
9769,学究社,東証1,サービス業
9776,札幌臨床検査センター,ｼﾞｬｽﾀﾞｯｸ,サービス業
9778,昴,ｼﾞｬｽﾀﾞｯｸ,サービス業
9780,ハリマビステム,ｼﾞｬｽﾀﾞｯｸ,サービス業
9782,ディーエムエス,ｼﾞｬｽﾀﾞｯｸ,サービス業
9783,ベネッセHD,東証1,サービス業
9787,イオンディライト,東証1,サービス業
9788,ナック,東証1,サービス業
9790,福井コンピュータHD,東証1,情報・通信業
9791,ビケンテクノ,東証2,サービス業
9792,ニチイ学館,東証1,サービス業
9793,ダイセキ,東証1,サービス業
9795,ステップ,東証1,サービス業
9797,大日本コンサルタント,東証2,サービス業
9799,旭情報サービス,東証2,情報・通信業
9810,日鉄物産,東証1,卸売業
9812,テーオーHD,ｼﾞｬｽﾀﾞｯｸ,卸売業
9816,ストライダーズ,ｼﾞｬｽﾀﾞｯｸ,不動産業
9818,大丸エナウィン,東証2,卸売業
9820,エムティジェネックス,ｼﾞｬｽﾀﾞｯｸ,不動産業
9823,マミーマート,ｼﾞｬｽﾀﾞｯｸ,小売業
9824,泉州電業,東証1,卸売業
9827,リリカラ,ｼﾞｬｽﾀﾞｯｸ,卸売業
9828,元気寿司,東証1,小売業
9829,ながの東急百貨店,ｼﾞｬｽﾀﾞｯｸ,小売業
9830,トラスコ中山,東証1,卸売業
9831,ヤマダ電機,東証1,小売業
9832,オートバックスセブン,東証1,卸売業
9835,ジュンテンドー,東証2,小売業
9837,モリト,東証1,卸売業
9842,アークランドサカモト,東証1,小売業
9843,ニトリHD,東証1,小売業
9845,パーカーコーポレーション,東証2,化学
9846,天満屋ストア,東証2,小売業
9849,共同紙販HD,ｼﾞｬｽﾀﾞｯｸ,卸売業
9850,グルメ杵屋,東証1,小売業
9852,CBGマネジメント,ｼﾞｬｽﾀﾞｯｸ,卸売業
9853,銀座ルノアール,ｼﾞｬｽﾀﾞｯｸ,小売業
9854,愛眼,東証1,小売業
9856,ケーユーHD,東証1,小売業
9857,英和,東証2,卸売業
9861,吉野家HD,東証1,小売業
9867,ソレキア,ｼﾞｬｽﾀﾞｯｸ,卸売業
9869,加藤産業,東証1,卸売業
9872,北恵,東証1,卸売業
9873,日本KFCHD,東証2,小売業
9876,コックス,ｼﾞｬｽﾀﾞｯｸ,小売業
9878,セキド,東証2,小売業
9880,イノテック,東証1,卸売業
9882,イエローハット,東証1,卸売業
9885,シャルレ,東証2,卸売業
9887,松屋フーズHD,東証1,小売業
9888,UEX,ｼﾞｬｽﾀﾞｯｸ,卸売業
9889,JBCCHD,東証1,情報・通信業
9890,マキヤ,ｼﾞｬｽﾀﾞｯｸ,小売業
9895,コンセック,ｼﾞｬｽﾀﾞｯｸ,卸売業
9896,JKHD,東証1,卸売業
9900,サガミHD,東証1,小売業
9902,日伝,東証1,卸売業
9903,カンセキ,ｼﾞｬｽﾀﾞｯｸ,小売業
9904,ベリテ,東証2,小売業
9906,藤井産業,ｼﾞｬｽﾀﾞｯｸ,卸売業
9908,日本電計,ｼﾞｬｽﾀﾞｯｸ,卸売業
9909,愛光電気,ｼﾞｬｽﾀﾞｯｸ,卸売業
9913,日邦産業,ｼﾞｬｽﾀﾞｯｸ,卸売業
9914,植松商会,ｼﾞｬｽﾀﾞｯｸ,卸売業
9919,関西スーパーマーケット,東証1,小売業
9927,ワットマン,ｼﾞｬｽﾀﾞｯｸ,小売業
9928,ミロク情報サービス,東証1,情報・通信業
9929,平和紙業,東証2,卸売業
9930,北沢産業,東証1,卸売業
9932,杉本商事,東証1,卸売業
9934,因幡電機産業,東証1,卸売業
9936,王将フードサービス,東証1,小売業
9941,太洋物産,ｼﾞｬｽﾀﾞｯｸ,卸売業
9945,プレナス,東証1,小売業
9946,ミニストップ,東証1,小売業
9948,アークス,東証1,小売業
9950,ハチバン,ｼﾞｬｽﾀﾞｯｸ,小売業
9955,ヨンキュウ,ｼﾞｬｽﾀﾞｯｸ,卸売業
9956,バローHD,東証1,小売業
9959,アシードHD,東証2,小売業
9960,東テク,東証1,卸売業
9962,ミスミG本社,東証1,卸売業
9964,アイ･テック,ｼﾞｬｽﾀﾞｯｸ,卸売業
9966,藤久,東証1,小売業
9967,堺商事,東証2,卸売業
9969,ショクブン,東証2,小売業
9972,アルテック,東証1,卸売業
9973,小僧寿し,ｼﾞｬｽﾀﾞｯｸ,小売業
9974,ベルク,東証1,小売業
9976,セキチュー,ｼﾞｬｽﾀﾞｯｸ,小売業
9977,アオキスーパー,ｼﾞｬｽﾀﾞｯｸ,小売業
9978,文教堂GHD,ｼﾞｬｽﾀﾞｯｸ,小売業
9979,大庄,東証1,小売業
9980,MRKHD,東証2,小売業
9982,タキヒヨー,東証1,卸売業
9983,ファーストリテイリング,東証1,小売業
9984,ソフトバンクG,東証1,情報・通信業
9986,蔵王産業,東証1,卸売業
9987,スズケン,東証1,卸売業
9989,サンドラッグ,東証1,小売業
9990,サックスバー HD,東証1,小売業
9991,ジェコス,東証1,卸売業
9993,ヤマザワ,東証1,小売業
9994,やまや,東証1,小売業
9995,グローセル,東証1,卸売業
9996,サトー商会,ｼﾞｬｽﾀﾞｯｸ,卸売業
